source_id,slug,title,corpus,open
cw-004-an-hymn-for-the-georgia-orphans,cw/hymns/misc/004-an-hymn-for-the-georgia-orphans,004 An Hymn For The Georgia Orphans,cw-hymns-misc,True
cw-005-for-their-benefactors,cw/hymns/misc/005-for-their-benefactors,005 For Their Benefactors,cw-hymns-misc,True
cw-006-before-their-going-to-work,cw/hymns/misc/006-before-their-going-to-work,006 Before Their Going To Work,cw-hymns-misc,True
cw-007-a-hymn-for-charity-children,cw/hymns/misc/007-a-hymn-for-charity-children,007 A Hymn For Charity Children,cw-hymns-misc,True
cw-008-a-hymn-for-charity-children-another-1,cw/hymns/misc/008-a-hymn-for-charity-children-another-1,008 A Hymn For Charity Children Another 1,cw-hymns-misc,True
cw-009-a-hymn-for-charity-children-another-2,cw/hymns/misc/009-a-hymn-for-charity-children-another-2,009 A Hymn For Charity Children Another 2,cw-hymns-misc,True
cw-010-a-morning-hymn,cw/hymns/misc/010-a-morning-hymn,010 A Morning Hymn,cw-hymns-misc,True
cw-011-an-evening-hymn,cw/hymns/misc/011-an-evening-hymn,011 An Evening Hymn,cw-hymns-misc,True
cw-012-a-funeral-hymn,cw/hymns/misc/012-a-funeral-hymn,012 A Funeral Hymn,cw-hymns-misc,True
cw-013-de-profundis,cw/hymns/misc/013-de-profundis,013 De Profundis,cw-hymns-misc,True
cw-014-prayer-for-one-that-is-lunatick-and-sore-vexed,cw/hymns/misc/014-prayer-for-one-that-is-lunatick-and-sore-vexed,014 Prayer For One That Is Lunatick And Sore Vexed,cw-hymns-misc,True
cw-015-thanksgiving-for-her-deliverance,cw/hymns/misc/015-thanksgiving-for-her-deliverance,015 Thanksgiving For Her Deliverance,cw-hymns-misc,True
jw-letter-1721-01-to-ambrose-eyre-mr-a-h-tod-one-of-the-masters-at-c,jw/letters/1721/01-to-ambrose-eyre-mr-a-h-tod-one-of-the-masters-at-c,01 To Ambrose Eyre Mr A H Tod One Of The Masters At C,jw-letters,True
jw-letter-1723-01-to-his-mother,jw/letters/1723/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1724-01-to-his-brother-samuel,jw/letters/1724/01-to-his-brother-samuel,01 To His Brother Samuel,jw-letters,True
jw-letter-1724-02-to-his-mother,jw/letters/1724/02-to-his-mother,02 To His Mother,jw-letters,True
jw-letter-1724-03-to-his-mother,jw/letters/1724/03-to-his-mother,03 To His Mother,jw-letters,True
jw-letter-1725-01-to-his-mother,jw/letters/1725/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1725-02-to-his-mother,jw/letters/1725/02-to-his-mother,02 To His Mother,jw-letters,True
jw-letter-1725-03-to-his-mother,jw/letters/1725/03-to-his-mother,03 To His Mother,jw-letters,True
jw-letter-1725-04-to-his-mother,jw/letters/1725/04-to-his-mother,04 To His Mother,jw-letters,True
jw-letter-1726-01-to-his-brother-samuel,jw/letters/1726/01-to-his-brother-samuel,01 To His Brother Samuel,jw-letters,True
jw-letter-1726-02-to-his-brother-samuel,jw/letters/1726/02-to-his-brother-samuel,02 To His Brother Samuel,jw-letters,True
jw-letter-1726-04-to-his-brother-samuel,jw/letters/1726/04-to-his-brother-samuel,04 To His Brother Samuel,jw-letters,True
jw-letter-1726-05-to-his-brother-samuel,jw/letters/1726/05-to-his-brother-samuel,05 To His Brother Samuel,jw-letters,True
jw-letter-1727-01-to-his-mother,jw/letters/1727/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1727-02-to-his-mother,jw/letters/1727/02-to-his-mother,02 To His Mother,jw-letters,True
jw-letter-1729-01-to-his-father,jw/letters/1729/01-to-his-father,01 To His Father,jw-letters,True
jw-letter-1730-01-to-his-mother,jw/letters/1730/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1730-02-to-mrs-wesley-at-epworth-to-be-left,jw/letters/1730/02-to-mrs-wesley-at-epworth-to-be-left,02 To Mrs Wesley At Epworth To Be Left,jw-letters,True
jw-letter-1730-03-to-ann-granville,jw/letters/1730/03-to-ann-granville,03 To Ann Granville,jw-letters,True
jw-letter-1730-04-to-his-father,jw/letters/1730/04-to-his-father,04 To His Father,jw-letters,True
jw-letter-1730-05-to-mrs-pendarves,jw/letters/1730/05-to-mrs-pendarves,05 To Mrs Pendarves,jw-letters,True
jw-letter-1731-01-to-his-father,jw/letters/1731/01-to-his-father,01 To His Father,jw-letters,True
jw-letter-1731-02-to-mrs-pendarves,jw/letters/1731/02-to-mrs-pendarves,02 To Mrs Pendarves,jw-letters,True
jw-letter-1731-03-to-mrs-pendarves,jw/letters/1731/03-to-mrs-pendarves,03 To Mrs Pendarves,jw-letters,True
jw-letter-1731-04-to-mrs-pendarves,jw/letters/1731/04-to-mrs-pendarves,04 To Mrs Pendarves,jw-letters,True
jw-letter-1731-05-to-mrs-pendarves,jw/letters/1731/05-to-mrs-pendarves,05 To Mrs Pendarves,jw-letters,True
jw-letter-1731-06-to-mrs-pendarves,jw/letters/1731/06-to-mrs-pendarves,06 To Mrs Pendarves,jw-letters,True
jw-letter-1731-07-to-mrs-pendarves,jw/letters/1731/07-to-mrs-pendarves,07 To Mrs Pendarves,jw-letters,True
jw-letter-1731-08-to-mrs-pendarves,jw/letters/1731/08-to-mrs-pendarves,08 To Mrs Pendarves,jw-letters,True
jw-letter-1731-09-to-mrs-pendarves,jw/letters/1731/09-to-mrs-pendarves,09 To Mrs Pendarves,jw-letters,True
jw-letter-1731-10-to-his-father,jw/letters/1731/10-to-his-father,10 To His Father,jw-letters,True
jw-letter-1731-11-to-his-mother,jw/letters/1731/11-to-his-mother,11 To His Mother,jw-letters,True
jw-letter-1731-12-to-ann-granville,jw/letters/1731/12-to-ann-granville,12 To Ann Granville,jw-letters,True
jw-letter-1731-13-to-mrs-pendarves,jw/letters/1731/13-to-mrs-pendarves,13 To Mrs Pendarves,jw-letters,True
jw-letter-1731-14-to-mrs-pendarves,jw/letters/1731/14-to-mrs-pendarves,14 To Mrs Pendarves,jw-letters,True
jw-letter-1731-15-to-mrs-pendarves,jw/letters/1731/15-to-mrs-pendarves,15 To Mrs Pendarves,jw-letters,True
jw-letter-1731-16-to-ann-granvill,jw/letters/1731/16-to-ann-granvill,16 To Ann Granvill,jw-letters,True
jw-letter-1731-17-to-mrs-pendarves,jw/letters/1731/17-to-mrs-pendarves,17 To Mrs Pendarves,jw-letters,True
jw-letter-1731-18-to-ann-granville,jw/letters/1731/18-to-ann-granville,18 To Ann Granville,jw-letters,True
jw-letter-1731-19-to-mrs-pendarves,jw/letters/1731/19-to-mrs-pendarves,19 To Mrs Pendarves,jw-letters,True
jw-letter-1731-20-to-ann-granville,jw/letters/1731/20-to-ann-granville,20 To Ann Granville,jw-letters,True
jw-letter-1731-21-to-his-brother-samuel,jw/letters/1731/21-to-his-brother-samuel,21 To His Brother Samuel,jw-letters,True
jw-letter-1732-01-to-his-mother,jw/letters/1732/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1732-02-to-richard-morgan,jw/letters/1732/02-to-richard-morgan,02 To Richard Morgan,jw-letters,True
jw-letter-1733-01-to-his-mother,jw/letters/1733/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1733-02-to-his-father,jw/letters/1733/02-to-his-father,02 To His Father,jw-letters,True
jw-letter-1733-03-to-his-mother,jw/letters/1733/03-to-his-mother,03 To His Mother,jw-letters,True
jw-letter-1733-04-to-richard-morgan,jw/letters/1733/04-to-richard-morgan,04 To Richard Morgan,jw-letters,True
jw-letter-1734-01-to-richard-morgan,jw/letters/1734/01-to-richard-morgan,01 To Richard Morgan,jw-letters,True
jw-letter-1734-02-to-richard-morgan,jw/letters/1734/02-to-richard-morgan,02 To Richard Morgan,jw-letters,True
jw-letter-1734-03-to-william-law,jw/letters/1734/03-to-william-law,03 To William Law,jw-letters,True
jw-letter-1734-04-to-mrs-pendarves,jw/letters/1734/04-to-mrs-pendarves,04 To Mrs Pendarves,jw-letters,True
jw-letter-1734-05-to-his-father,jw/letters/1734/05-to-his-father,05 To His Father,jw-letters,True
jw-letter-1735-01-to-his-mother,jw/letters/1735/01-to-his-mother,01 To His Mother,jw-letters,True
jw-letter-1735-02-to-his-brother-samuel,jw/letters/1735/02-to-his-brother-samuel,02 To His Brother Samuel,jw-letters,True
jw-letter-1735-03-to-his-brother-samuel,jw/letters/1735/03-to-his-brother-samuel,03 To His Brother Samuel,jw-letters,True
jw-letter-1735-04-to-his-brother-samuel,jw/letters/1735/04-to-his-brother-samuel,04 To His Brother Samuel,jw-letters,True
jw-letter-1735-05-to-john-robson,jw/letters/1735/05-to-john-robson,05 To John Robson,jw-letters,True
jw-letter-1735-06-to-dr-burton,jw/letters/1735/06-to-dr-burton,06 To Dr Burton,jw-letters,True
jw-letter-1735-07-to-his-brother-samuel,jw/letters/1735/07-to-his-brother-samuel,07 To His Brother Samuel,jw-letters,True
jw-letter-1736-01-to-dr-burton,jw/letters/1736/01-to-dr-burton,01 To Dr Burton,jw-letters,True
jw-letter-1736-02-to-count-zinzendorf,jw/letters/1736/02-to-count-zinzendorf,02 To Count Zinzendorf,jw-letters,False
jw-letter-1736-03-to-his-mother,jw/letters/1736/03-to-his-mother,03 To His Mother,jw-letters,True
jw-letter-1736-04-to-his-brother-charles,jw/letters/1736/04-to-his-brother-charles,04 To His Brother Charles,jw-letters,False
jw-letter-1736-05-to-his-brother-charles,jw/letters/1736/05-to-his-brother-charles,05 To His Brother Charles,jw-letters,True
jw-letter-1736-06-to-general-oglethorpe,jw/letters/1736/06-to-general-oglethorpe,06 To General Oglethorpe,jw-letters,True
jw-letter-1736-07-to-archibald-hutchinson,jw/letters/1736/07-to-archibald-hutchinson,07 To Archibald Hutchinson,jw-letters,True
jw-letter-1736-08-to-james-vernon,jw/letters/1736/08-to-james-vernon,08 To James Vernon,jw-letters,True
jw-letter-1736-09-to-general-oglethorpe,jw/letters/1736/09-to-general-oglethorpe,09 To General Oglethorpe,jw-letters,True
jw-letter-1736-10-to-george-whitefield-and-his-friends-at-oxford,jw/letters/1736/10-to-george-whitefield-and-his-friends-at-oxford,10 To George Whitefield And His Friends At Oxford,jw-letters,True
jw-letter-1736-11-to-james-vernon,jw/letters/1736/11-to-james-vernon,11 To James Vernon,jw-letters,True
jw-letter-1736-12-to-ann-granville,jw/letters/1736/12-to-ann-granville,12 To Ann Granville,jw-letters,True
jw-letter-1736-13-to-mr-verelst-the-date-and-the-person-to-whom-when,jw/letters/1736/13-to-mr-verelst-the-date-and-the-person-to-whom-when,13 To Mr Verelst The Date And The Person To Whom When,jw-letters,True
jw-letter-1736-14-to-his-brother-samuel,jw/letters/1736/14-to-his-brother-samuel,14 To His Brother Samuel,jw-letters,True
jw-letter-1737-01-to-sophia-christiana-hopkey,jw/letters/1737/01-to-sophia-christiana-hopkey,01 To Sophia Christiana Hopkey,jw-letters,True
jw-letter-1737-02-to-john-hutchings,jw/letters/1737/02-to-john-hutchings,02 To John Hutchings,jw-letters,True
jw-letter-1737-03-to-general-oglethorpe,jw/letters/1737/03-to-general-oglethorpe,03 To General Oglethorpe,jw-letters,True
jw-letter-1737-04-to-dr-brays-associates,jw/letters/1737/04-to-dr-brays-associates,04 To Dr Brays Associates,jw-letters,True
jw-letter-1737-05-to-the-georgia-trustees,jw/letters/1737/05-to-the-georgia-trustees,05 To The Georgia Trustees,jw-letters,True
jw-letter-1737-06-to-william-wogan,jw/letters/1737/06-to-william-wogan,06 To William Wogan,jw-letters,True
jw-letter-1737-07-to-william-wogan-esq,jw/letters/1737/07-to-william-wogan-esq,07 To William Wogan Esq,jw-letters,True
jw-letter-1737-08-to-mrs-chapman,jw/letters/1737/08-to-mrs-chapman,08 To Mrs Chapman,jw-letters,True
jw-letter-1737-09-to-the-georgia-trustees,jw/letters/1737/09-to-the-georgia-trustees,09 To The Georgia Trustees,jw-letters,True
jw-letter-1737-10-to-james-hutton,jw/letters/1737/10-to-james-hutton,10 To James Hutton,jw-letters,True
jw-letter-1737-11-to-mr-james-hutton-at-mr-innys,jw/letters/1737/11-to-mr-james-hutton-at-mr-innys,11 To Mr James Hutton At Mr Innys,jw-letters,False
jw-letter-1737-12-to-mr-verelst-accountant-to-the-georgia-trustees,jw/letters/1737/12-to-mr-verelst-accountant-to-the-georgia-trustees,12 To Mr Verelst Accountant To The Georgia Trustees,jw-letters,True
jw-letter-1737-13-to-mr-verelst-the-date-and-the-person-to-whom-this,jw/letters/1737/13-to-mr-verelst-the-date-and-the-person-to-whom-this,13 To Mr Verelst The Date And The Person To Whom This,jw-letters,True
jw-letter-1737-14-to-thomas-causton-chief-magistrate-of-savannah,jw/letters/1737/14-to-thomas-causton-chief-magistrate-of-savannah,14 To Thomas Causton Chief Magistrate Of Savannah,jw-letters,True
jw-letter-1737-15-to-mrs-williamson-sophia-hopkey,jw/letters/1737/15-to-mrs-williamson-sophia-hopkey,15 To Mrs Williamson Sophia Hopkey,jw-letters,True
jw-letter-1737-16-to-dr-humphreys-secretary-to-the-spg,jw/letters/1737/16-to-dr-humphreys-secretary-to-the-spg,16 To Dr Humphreys Secretary To The Spg,jw-letters,True
jw-letter-1737-17-to-mrs-williamson,jw/letters/1737/17-to-mrs-williamson,17 To Mrs Williamson,jw-letters,True
jw-letter-1737-18-to-the-magistrates-of-the-town-of-savannah,jw/letters/1737/18-to-the-magistrates-of-the-town-of-savannah,18 To The Magistrates Of The Town Of Savannah,jw-letters,True
jw-letter-1738-01-to-lady-cox,jw/letters/1738/01-to-lady-cox,01 To Lady Cox,jw-letters,True
jw-letter-1738-02-to-james-hutton,jw/letters/1738/02-to-james-hutton,02 To James Hutton,jw-letters,True
jw-letter-1738-03-to-his-brother-charles,jw/letters/1738/03-to-his-brother-charles,03 To His Brother Charles,jw-letters,True
jw-letter-1738-04-to-james-hutton,jw/letters/1738/04-to-james-hutton,04 To James Hutton,jw-letters,True
jw-letter-1738-05-to-william-law,jw/letters/1738/05-to-william-law,05 To William Law,jw-letters,True
jw-letter-1738-06-to-william-law,jw/letters/1738/06-to-william-law,06 To William Law,jw-letters,True
jw-letter-1738-07-to-his-mother,jw/letters/1738/07-to-his-mother,07 To His Mother,jw-letters,True
jw-letter-1738-08-to-his-brother-charles,jw/letters/1738/08-to-his-brother-charles,08 To His Brother Charles,jw-letters,True
jw-letter-1738-09-to-his-mother,jw/letters/1738/09-to-his-mother,09 To His Mother,jw-letters,True
jw-letter-1738-10-to-his-mother,jw/letters/1738/10-to-his-mother,10 To His Mother,jw-letters,True
jw-letter-1738-11-to-his-brother-charles,jw/letters/1738/11-to-his-brother-charles,11 To His Brother Charles,jw-letters,True
jw-letter-1738-12-to-his-brother-samuel,jw/letters/1738/12-to-his-brother-samuel,12 To His Brother Samuel,jw-letters,True
jw-letter-1738-13-to-his-brother-charles,jw/letters/1738/13-to-his-brother-charles,13 To His Brother Charles,jw-letters,True
jw-letter-1738-14-to-the-rev-mr-charles-wesley,jw/letters/1738/14-to-the-rev-mr-charles-wesley,14 To The Rev Mr Charles Wesley,jw-letters,True
jw-letter-1738-15-to-james-hutton,jw/letters/1738/15-to-james-hutton,15 To James Hutton,jw-letters,True
jw-letter-1738-16-to-arthur-bedford,jw/letters/1738/16-to-arthur-bedford,16 To Arthur Bedford,jw-letters,True
jw-letter-1738-17-to-the-moravians-at-marienborn-and-herrnhut,jw/letters/1738/17-to-the-moravians-at-marienborn-and-herrnhut,17 To The Moravians At Marienborn And Herrnhut,jw-letters,True
jw-letter-1738-18-to-benjamin-ingham,jw/letters/1738/18-to-benjamin-ingham,18 To Benjamin Ingham,jw-letters,True
jw-letter-1738-19-to-the-church-at-herrnhut,jw/letters/1738/19-to-the-church-at-herrnhut,19 To The Church At Herrnhut,jw-letters,True
jw-letter-1738-20-to-dr-koker,jw/letters/1738/20-to-dr-koker,20 To Dr Koker,jw-letters,True
jw-letter-1738-21-to-his-brother-samuel,jw/letters/1738/21-to-his-brother-samuel,21 To His Brother Samuel,jw-letters,True
jw-letter-1738-22-to-connt-zinzendorf,jw/letters/1738/22-to-connt-zinzendorf,22 To Connt Zinzendorf,jw-letters,True
jw-letter-1738-23-to-benjamin-ingram-and-james-hutton,jw/letters/1738/23-to-benjamin-ingram-and-james-hutton,23 To Benjamin Ingram And James Hutton,jw-letters,True
jw-letter-1738-24-to-dr-koker,jw/letters/1738/24-to-dr-koker,24 To Dr Koker,jw-letters,True
jw-letter-1738-25-to-isaac-lelong,jw/letters/1738/25-to-isaac-lelong,25 To Isaac Lelong,jw-letters,True
jw-letter-1738-26-to-richard-viney,jw/letters/1738/26-to-richard-viney,26 To Richard Viney,jw-letters,True
jw-letter-1738-27-to-mr-fox,jw/letters/1738/27-to-mr-fox,27 To Mr Fox,jw-letters,True
jw-letter-1738-28-to-james-hutton,jw/letters/1738/28-to-james-hutton,28 To James Hutton,jw-letters,True
jw-letter-1738-29-to-james-hutton,jw/letters/1738/29-to-james-hutton,29 To James Hutton,jw-letters,True
jw-letter-1738-30-to-james-hutton,jw/letters/1738/30-to-james-hutton,30 To James Hutton,jw-letters,True
jw-letter-1738-31-to-his-brother-samuel,jw/letters/1738/31-to-his-brother-samuel,31 To His Brother Samuel,jw-letters,True
jw-letter-1738-32-to-james-hutton,jw/letters/1738/32-to-james-hutton,32 To James Hutton,jw-letters,True
jw-letter-1739-01-to-his-brother-samuel,jw/letters/1739/01-to-his-brother-samuel,01 To His Brother Samuel,jw-letters,True
jw-letter-1739-02-to-george-whitefield,jw/letters/1739/02-to-george-whitefield,02 To George Whitefield,jw-letters,True
jw-letter-1739-03-to-george-whitefield,jw/letters/1739/03-to-george-whitefield,03 To George Whitefield,jw-letters,True
jw-letter-1739-04-to-james-hervey,jw/letters/1739/04-to-james-hervey,04 To James Hervey,jw-letters,True
jw-letter-1739-05-to-george-whitefield,jw/letters/1739/05-to-george-whitefield,05 To George Whitefield,jw-letters,True
jw-letter-1739-06-to-james-hutton,jw/letters/1739/06-to-james-hutton,06 To James Hutton,jw-letters,True
jw-letter-1739-07-to-his-brother-samuel,jw/letters/1739/07-to-his-brother-samuel,07 To His Brother Samuel,jw-letters,True
jw-letter-1739-08-to-his-brother-charles,jw/letters/1739/08-to-his-brother-charles,08 To His Brother Charles,jw-letters,True
jw-letter-1739-09-to-john-edmonds,jw/letters/1739/09-to-john-edmonds,09 To John Edmonds,jw-letters,True
jw-letter-1739-10-to-james-hutton,jw/letters/1739/10-to-james-hutton,10 To James Hutton,jw-letters,True
jw-letter-1739-11-to-james-hutton,jw/letters/1739/11-to-james-hutton,11 To James Hutton,jw-letters,True
jw-letter-1739-12-to-james-hutton,jw/letters/1739/12-to-james-hutton,12 To James Hutton,jw-letters,True
jw-letter-1739-13-to-james-hutton,jw/letters/1739/13-to-james-hutton,13 To James Hutton,jw-letters,True
jw-letter-1739-14-to-james-hutton,jw/letters/1739/14-to-james-hutton,14 To James Hutton,jw-letters,True
jw-letter-1739-15-to-james-hutton,jw/letters/1739/15-to-james-hutton,15 To James Hutton,jw-letters,True
jw-letter-1739-16-to-james-hutton,jw/letters/1739/16-to-james-hutton,16 To James Hutton,jw-letters,True
jw-letter-1739-17-to-his-brother-samuel,jw/letters/1739/17-to-his-brother-samuel,17 To His Brother Samuel,jw-letters,True
jw-letter-1739-18-to-james-hutton,jw/letters/1739/18-to-james-hutton,18 To James Hutton,jw-letters,True
jw-letter-1739-19-to-james-hutton,jw/letters/1739/19-to-james-hutton,19 To James Hutton,jw-letters,True
jw-letter-1739-20-to-james-hutton,jw/letters/1739/20-to-james-hutton,20 To James Hutton,jw-letters,True
jw-letter-1739-21-to-james-hutton,jw/letters/1739/21-to-james-hutton,21 To James Hutton,jw-letters,True
jw-letter-1739-22-to-his-brother-charles,jw/letters/1739/22-to-his-brother-charles,22 To His Brother Charles,jw-letters,True
jw-letter-1739-23-to-james-hutton,jw/letters/1739/23-to-james-hutton,23 To James Hutton,jw-letters,True
jw-letter-1739-24-to-dr-stebbing,jw/letters/1739/24-to-dr-stebbing,24 To Dr Stebbing,jw-letters,True
jw-letter-1739-25-to-james-hutton,jw/letters/1739/25-to-james-hutton,25 To James Hutton,jw-letters,True
jw-letter-1739-26-to-james-hervey,jw/letters/1739/26-to-james-hervey,26 To James Hervey,jw-letters,True
jw-letter-1739-27-to-james-hutton,jw/letters/1739/27-to-james-hutton,27 To James Hutton,jw-letters,True
