source_id,author,title,source_type,passages,words,non_word_rate,header_passages,top_offenders
jw-sermon-052,john-wesley,The Reformation of Manners,sermon,23,7776,0.0333,0,offenders:7; objections:5; neighbour:4; floods:3; steps:3; buying:3; alehouses:3; informations:3; keepers:3; views:3; putting:3; promoted:2; doers:2; tippling:2; wares:2; notices:2; profaning:2; entertained:2; gained:2; lowest:2
cw-017-before-reading-the-scriptures-another-1,charles-wesley,017 Before Reading The Scriptures Another 1,hymn,1,60,0.0333,0,gospel's:1; clearest:1
jw-letter-1770-31-to-james-freeman,john-wesley,31 To James Freeman,letter,1,150,0.0333,0,oldest:1; reports:1; regarded:1; Pewsey:1; addressed:1
jw-letter-1771-88-to-mr-thomas-simpson-kingswood,john-wesley,88 To Mr Thomas Simpson Kingswood,letter,2,481,0.0333,0,talents:2; promised:2; officiating:2; improved:1; wellnigh:1; opportunities:1; views:1; ideas:1; avails:1; chaplains:1; honoured:1; men's:1; shoes:1
jw-letter-1774-49-to-his-wife,john-wesley,49 To His Wife,letter,6,1832,0.0333,0,asked:3; offence:2; insisted:2; writes:2; robbed:2; can't:1; circumstances:1; occurred:1; relating:1; believed:1; conversing:1; expected:1; stared:1; listened:1; followed:1; knees:1; relapsed:1; owned:1; prevailing:1; construed:1
jw-letter-1774-56-to-hannah-ball,john-wesley,56 To Hannah Ball,letter,1,150,0.0333,0,pleating:1; Harmer's:1; laborers:1; Westrup:1; narrowest:1
jw-letter-1780a-21-to-john-valton,john-wesley,A 21 To John Valton,letter,1,240,0.0333,0,issued:1; darkened:1; minds:1; doubts:1; fears:1; emerged:1; sinned:1; allows:1
jw-letter-1785b-30-to-mrs-fletcher,john-wesley,B 30 To Mrs Fletcher,letter,1,120,0.0333,0,papers:1; expected:1; transcribed:1; materials:1
jw-letter-1789a-25-to-james-creighton,john-wesley,A 25 To James Creighton,letter,1,120,0.0333,0,rioters:2; Inniskillen:1; ublin:1
jw-letter-1790b-15-to-william-mears,john-wesley,B 15 To William Mears,letter,1,120,0.0333,0,shillings:2; Pritchard's:1; begins:1
jw-letter-1791-10-to-mrs-adam-clarke,john-wesley,10 To Mrs Adam Clarke,letter,1,120,0.0333,0,cured:1; proofs:1; chasteneth:1; performances:1
jw-treatise-letter-on-enthusiasm-of-methodists-and-papists,john-wesley,Treatise Letter On Enthusiasm Of Methodists And Papists,treatise,16,5852,0.0333,0,tion:6; writings:4; sentences:4; says:4; lines:4; quotations:3; producing:3; renewed:3; tions:2; fumes:2; pretences:2; suffered:2; cited:2; putting:2; pretence:2; severities:2; hardships:2; endeavouring:2; occurs:2; believed:2
cw-gp-07-gloria-patri-vii,charles-wesley,Gp 07 Gloria Patri Vii,hymn,2,240,0.0333,0,ador'd:2; offending:2; world's:2; broodest:2
cw-gp-11-gloria-patri-xi,charles-wesley,Gp 11 Gloria Patri Xi,hymn,2,600,0.0333,0,inclin'd:2; pard'ning:2; strives:2; stars:2; tongues:2; harps:2; glories:2; forgiven:2; enroll'd:2; sitteth:2
jw-sermon-054,john-wesley,On Eternity,sermon,13,4006,0.0332,0,parte:5; dissolved:5; began:4; annihilated:3; possessions:3; inhabiteth:2; Throned:2; seas:2; existed:2; atoms:2; elements:2; remained:2; vanishes:2; annihilating:2; prefers:2; objects:2; beauties:2; passeth:2; singulis:2; sicut:2
jw-letter-1725-03-to-his-mother,john-wesley,03 To His Mother,letter,4,1206,0.0332,0,promised:2; can't:2; propositions:2; endeavors:2; decreed:2; elected:2; occurred:1; students:1; citizens:1; annoyed:1; Ratisbon:1; Morfill's:1; seemed:1; merchantmen:1; possessions:1; seas:1; consisting:1; alleged:1; perceived:1; extorting:1
jw-letter-1760-12-to-ebenezer-blackwell-editors-introductory-notes-1,john-wesley,12 To Ebenezer Blackwell Editors Introductory Notes 1,letter,2,512,0.0332,0,killed:3; began:2; provisions:2; Cobham's:1; ships:1; granted:1; cartridges:1; oats:1; mischief's:1; pokers:1; drafted:1; asked:1; devolved:1
jw-letter-1763-01-to-his-brother-charles,john-wesley,01 To His Brother Charles,letter,2,392,0.0332,0,baptized:2; pronouncing:1; surprised:1; continues:1; charges:1; festina:1; lente:1; impostors:1; impressions:1; hair's:1; lion's:1; named:1
jw-letter-1770-30-to-ann-bolton,john-wesley,30 To Ann Bolton,letter,1,241,0.0332,0,feareth:1; says:1; trusts:1; atoning:1; freshest:1; snares:1; yielded:1; engages:1
cw-duke-resurrection-hymns-1746,charles-wesley,Resurrection Hymns (1746),hymn-collection,12,4311,0.0332,0,edn:24; precursors:7; edns:6; fears:3; suggestions:2; forgiven:2; disciples:2; resurrection's:2; reigns:2; wings:2; appreciated:1; celebrating:1; containing:1; traced:1; richer:1; resources:1; released:1; issued:1; contained:1; survived:1
jw-sermon-089,john-wesley,The More Excellent Way,sermon,16,4834,0.0331,0,plays:4; pounds:4; says:3; neighbours:3; ordering:3; devotions:3; tongues:2; ordinances:2; finds:2; particulars:2; occurs:2; pursuing:2; minds:2; hearers:2; races:2; masquerades:2; assemblies:2; cards:2; novels:2; newspapers:2
jw-sermon-105,john-wesley,Sermon 105,sermon,12,3779,0.0331,0,terms:3; tempers:3; implies:3; forbids:3; sorts:2; placed:2; circumstances:2; termed:2; showed:2; observes:2; senses:2; says:2; offence:2; anointing:2; teacheth:2; enjoins:2; hardened:2; events:2; reviled:2; one's:1
jw-sermon-123,john-wesley,Sermon 123,sermon,11,3442,0.0331,0,countries:3; termed:2; believed:2; sentiments:2; tempers:2; doubted:2; evils:2; abominations:2; sorts:2; prevailed:2; supposes:2; cleaves:2; neighbour:2; purified:2; standeth:2; testimonies:1; expired:1; says:1; Irumpit:1; venae:1
jw-sermon-125,john-wesley,Sermon 125,sermon,9,2477,0.0331,0,ideas:6; senses:3; tempers:3; walked:2; organs:2; tastes:2; holiest:2; hears:2; raiseth:2; observed:2; fears:2; changes:2; respects:2; disclaiming:1; denying:1; doubted:1; remained:1; enclosed:1; says:1; Epicures:1
cw-079-universal-redemption-another-2,charles-wesley,079 Universal Redemption Another 2,hymn,1,816,0.0331,0,spak'st:1; unconfin'd:1; display'd:1; reprints:1; survey'd:1; stopp'd:1; foreknew:1; decreed:1; steps:1; proffer'd:1; glorifies:1; forgiven:1; truths:1; thirsteth:1; invites:1; bid'st:1; purpos'd:1; people's:1; conceptions:1; redeeming:1
jw-letter-1739-08-to-his-brother-charles,john-wesley,08 To His Brother Charles,letter,1,151,0.0331,0,gladiatorio:1; anirno:1; affectant:1; viarn:1; sorts:1
jw-letter-1756a-04-to-jonathan-pritchard,john-wesley,A 04 To Jonathan Pritchard,letter,1,151,0.0331,0,depositions:2; cases:1; 'raged:1; Bristall:1
jw-letter-1759-11-to-his-wife-grimsby-april-9-1759,john-wesley,11 To His Wife Grimsby April 9 1759,letter,2,514,0.0331,0,papers:4; robbed:2; humour:2; refused:1; showed:1; conversed:1; humouring:1; gained:1; harrowed:1; surprised:1; seemed:1; squibs:1
jw-letter-1774-51-to-christopher-hopper,john-wesley,51 To Christopher Hopper,letter,1,151,0.0331,0,surprised:1; conceived:1; scrupling:1; staying:1; refused:1
jw-letter-1777-64-to-thomas-rutherford,john-wesley,64 To Thomas Rutherford,letter,1,151,0.0331,0,expected:1; required:1; molests:1; riots:1; Corlett:1
jw-letter-1785a-29-to-thomas-carlill,john-wesley,A 29 To Thomas Carlill,letter,1,121,0.0331,0,guineas:1; sells:1; bakes:1; pies:1
jw-letter-1786a-08-to-adam-clarke,john-wesley,A 08 To Adam Clarke,letter,1,121,0.0331,0,insisting:1; permits:1; recommending:1; formalists:1
jw-letters-1731,john-wesley,Letters 1731,letter,53,17184,0.0331,0,can't:17; affections:10; chooses:9; shows:8; evils:7; objects:6; obligations:6; beings:5; elections:5; neglected:5; moments:5; burdens:5; required:5; noblest:4; expectations:4; joins:4; dispositions:4; allowed:4; wishes:4; faculties:3
jw-sermon-059,john-wesley,God's Love to Fallen Man,sermon,15,4213,0.033,0,advantages:4; tempers:3; prevented:3; longsuffering:3; occasioned:3; wilful:2; loins:2; deepest:2; gained:2; sinned:2; renewing:2; depends:2; neighbour:2; respects:2; opportunities:2; exercising:2; stars:2; permitting:2; attained:2; existed:2
cw-001-the-fifty-fifth-chapter-of-isaiah,charles-wesley,001 The Fifty Fifth Chapter Of Isaiah,hymn,1,758,0.033,0,thirsts:1; invites:1; wanderers:1; rolls:1; lab'ring:1; husks:1; 'stablish:1; chuseth:1; uncancel'd:1; reason's:1; heighth:1; conceptions:1; rains:1; fruitfulness:1; chear:1; executes:1; decks:1; lips:1; redeeming:1; employ'd:1
jw-letter-1731-16-to-ann-granvill,john-wesley,16 To Ann Granvill,letter,2,636,0.033,0,hinders:2; expressing:2; opportunities:2; Granvill:1; seized:1; reconciled:1; recalls:1; compassed:1; engagements:1; capacities:1; floods:1; wondered:1; impediments:1; heights:1; beings:1; betraying:1; fewer:1; moments:1
jw-letter-1748-03-to-thomas-whitehead,john-wesley,03 To Thomas Whitehead,letter,12,4305,0.033,0,says:9; baptized:8; preachings:4; moves:3; prays:3; follows:3; actings:3; repeats:3; signifies:2; propositions:2; expressions:2; supplied:2; superstitions:2; appointing:2; preaches:2; uses:2; breathings:2; movings:2; tempers:2; ceasing:2
jw-letter-1767-18-to-miss-march,john-wesley,18 To Miss March,letter,2,424,0.033,0,Junc:1; employing:1; Palamon:1; Amare:1; sapere:1; vix:1; conceditur:1; Publius:1; holds:1; granted:1; other's:1; walked:1; avails:1; reigning:1
jw-letter-1772-43-to-miss-march,john-wesley,43 To Miss March,letter,1,212,0.033,0,conversing:1; improves:1; observes:1; clears:1; strengthens:1; elements:1; implies:1
jw-letter-1777-46-to-alexander-clark,john-wesley,46 To Alexander Clark,letter,1,303,0.033,0,Clarks:2; persisted:1; refused:1; endeavored:1; irritated:1; showed:1; consequences:1; dictated:1; wishes:1
jw-letter-1786b-20-to-thomas-carlill,john-wesley,B 20 To Thomas Carlill,letter,1,91,0.033,0,enrolling:1; subscribers:1; Fiefchef's:1
cw-duke-gloria-patri-1746,charles-wesley,Gloria Patri (1746),hymn-collection,5,1788,0.033,0,ador'd:7; seals:3; issued:2; applies:2; glorified:2; updated:1; Recalling:1; pamphlets:1; celebrating:1; cases:1; Citations:1; services:1; earlier:1; indicated:1; printings:1; revisions:1; edited:1; became:1; standards:1; copies:1
cw-duke-answer-to-gill-1754,charles-wesley,Answer to Gill (1754),hymn-collection,5,1788,0.033,0,forgiven:3; electing:3; threatnings:3; mercies:2; fears:2; updated:1; Saint's:1; Asserted:1; responded:1; excerpted:1; changes:1; introduced:1; sts:1; etc:1; stops:1; waitest:1; grieves:1; remember'd:1; preach'd:1; says:1
jw-letter-1751-07-to-his-wife,john-wesley,07 To His Wife,letter,2,517,0.0329,0,Thyer:2; helps:1; astonished:1; lips:1; riots:1; devolving:1; announced:1; invested:1; publishing:1; dated:1; debts:1; shows:1; pounds:1; requires:1; stating:1; blesses:1
jw-letter-1761-24-to-samuel-furly,john-wesley,24 To Samuel Furly,letter,1,213,0.0329,0,scribendi:1; submitted:1; cleared:1; debated:1; congregations:1; willeth:1; disputandi:1
jw-letter-1765-28-to-george-gidley,john-wesley,28 To George Gidley,letter,1,152,0.0329,0,Nath:1; pounds:1; promised:1; warrants:1; affects:1
jw-letter-1785b-12-to-john-valton,john-wesley,B 12 To John Valton,letter,1,213,0.0329,0,pounds:1; stationed:1; straits:1; objected:1; followed:1; guineas:1; thinks:1
jw-letter-1788b-57-to-jasper-winscom,john-wesley,B 57 To Jasper Winscom,letter,1,152,0.0329,0,Cashman:1; deserves:1; invitations:1; scorns:1; pursued:1
jw-letter-1790a-55-to-john-dickins,john-wesley,A 55 To John Dickins,letter,1,152,0.0329,0,Asbury's:1; enclosed:1; surprised:1; mayst:1; needed:1
jw-treatise-rules-of-the-united-societies,john-wesley,Treatise Rules Of The United Societies,treatise,4,1155,0.0329,0,buying:5; expected:3; toge:1; ther:1; increased:1; advices:1; concluded:1; suited:1; necessities:1; discerned:1; companies:1; styled:1; reproved:1; contributed:1; required:1; avoiding:1; practised:1; profaning:1; liquors:1; cases:1
jw-letters-1742,john-wesley,Letters 1742,letter,9,3073,0.0329,0,bailed:4; o'clock:3; viz:3; quoted:2; threatened:2; families:2; respited:2; recognizances:2; another's:2; says:2; inclined:1; shifted:1; follows:1; designs:1; Piers's:1; revising:1; deliverances:1; fingers:1; lids:1; dropped:1
cw-duke-promise-of-sanctification-1741,charles-wesley,Promise of Sanctification (1741),hymn,35,2190,0.0329,0,reprints:10; edn:6; terms:4; promis'd:4; updated:2; dispositions:2; enabling:2; includes:2; imparted:2; mainstream:2; brothers:2; affirmed:2; became:2; appearing:2; brother's:2; placed:2; reappeared:2; sanctifying:2; releas'd:2; remaining:2
jw-sermon-106,john-wesley,Sermon 106,sermon,9,3168,0.0328,0,believes:5; sorts:4; believed:3; truths:3; lowest:2; witnessing:2; inferences:2; embraces:2; asked:2; contains:2; observed:2; enabled:2; treatises:1; Dispensations:1; observes:1; dispensations:1; vouchsafes:1; vouchsafed:1; entrusted:1; views:1
jw-letter-1774-12-to-his-brother-charles,john-wesley,12 To His Brother Charles,letter,1,274,0.0328,0,Leddiard:1; remaining:1; depositions:1; ships:1; rides:1; demanded:1; losses:1; referred:1; meets:1
jw-letter-1785b-37-to-thomas-tattershall,john-wesley,B 37 To Thomas Tattershall,letter,1,183,0.0328,0,complaints:1; novels:1; critics:1; devised:1; Desyes:1; says:1
cw-duke-hymns-on-gods-everlasting-love-1741,charles-wesley,Hymns on God's Everlasting Love (1741),hymn-collection,29,7257,0.0328,0,edn:29; merits:4; forgiven:4; drawings:3; redeeming:3; gulph:3; sinn'd:3; flow'd:3; items:2; reprobated:2; burthen:2; did'st:2; can'st:2; mercies:2; tongues:2; betray'd:2; devil's:2; banish'd:2; prov'd:2; wings:2
jw-sermon-017,john-wesley,The Circumcision of the Heart,sermon,16,4619,0.0327,0,truths:4; implies:4; cleansed:3; beateth:3; circumcised:3; terms:3; discerned:2; renewed:2; consists:2; virtues:2; convinces:2; instruments:2; steps:2; forbids:2; says:2; senses:2; preaches:1; duties:1; runs:1; esteemed:1
jw-sermon-030,john-wesley,Upon Our Lord's Sermon on the Mount X,sermon,16,5013,0.0327,0,pearls:7; brother's:5; neighbour:5; conveniencies:4; necessities:4; considerest:3; knocketh:3; neighbour's:3; says:3; circumstances:3; superfluities:3; beholdest:2; asketh:2; receiveth:2; hindrances:2; tempers:2; contained:2; faults:2; infirmities:2; cares:2
jw-letter-1755-25-to-samuel-walker,john-wesley,25 To Samuel Walker,letter,2,581,0.0327,0,objections:2; dated:1; observed:1; Witford:1; remaining:1; grandfathers:1; terms:1; prescribed:1; required:1; ministrations:1; disclaims:1; obliges:1; attending:1; occurred:1; entitled:1; stamped:1; discouraged:1; prevented:1
jw-letter-1781b-21-to-mrs-hall,john-wesley,B 21 To Mrs Hall,letter,1,153,0.0327,0,pounds:2; rewarded:1; hour's:1; youngest:1
cw-duke-hymns-on-gods-everlasting-love-1742,charles-wesley,Hymns on God's Everlasting Love (1742),hymn-collection,32,11766,0.0327,0,edn:24; redeeming:8; forgiven:7; mercies:7; cov'nant:6; pass'd:5; atoning:5; electing:4; pard'ning:4; inclin'd:4; reprobates:3; threatnings:3; doom'd:3; devil's:3; reprobating:3; strives:3; selections:2; offence:2; worlds:2; benefits:2
jw-journal-vol4-part12-section04,john-wesley,"Journal Vol 4, Part XII Section 4 (1762)",journal,28,9222,0.0326,0,began:15; cleansed:7; writes:6; believed:6; expected:5; seized:4; hearers:4; seemed:4; renewed:4; asked:4; increased:4; lovefeast:3; healed:3; concluded:3; says:3; walked:3; visited:2; remembered:2; ceased:2; Dunmore:2
jw-letter-1755-07-to-samuel-furly,john-wesley,07 To Samuel Furly,letter,1,215,0.0326,0,permits:1; hair's:1; forbids:1; languages:1; interpreting:1; texts:1; interpreted:1
jw-letter-1759-18-to-mr----editors-introductory-notes-1759,john-wesley,18 To Mr    Editors Introductory Notes 1759,letter,1,215,0.0326,0,steps:1; Obmutesce:1; pulvis:1; cinis:1; genhsetai:1; galhnh:1; megalh:1
jw-letter-1782a-53-to-mrs-clark,john-wesley,A 53 To Mrs Clark,letter,1,92,0.0326,0,increases:1; depends:1; maidens:1
jw-letter-1783a-23-to-john-valton,john-wesley,A 23 To John Valton,letter,1,92,0.0326,0,staying:1; reappointed:1; occurs:1
jw-letter-1788a-16-to-ann-bolton,john-wesley,A 16 To Ann Bolton,letter,1,215,0.0326,0,suffered:2; mazes:1; errors:1; understandings:1; counsels:1; profited:1
jw-treatise-compassionate-address-to-ireland,john-wesley,Treatise Compassionate Address To Ireland,treatise,6,2237,0.0326,0,tion:4; affirmed:2; neighbour:2; companies:2; wander'd:2; floods:2; drown'd:2; yawns:2; iniquities:2; prevailed:1; believed:1; hopes:1; traced:1; surprised:1; neighbours:1; computes:1; invades:1; bours:1; situa:1; misrepresenting:1
jw-sermon-040,john-wesley,Christian Perfection,sermon,32,9149,0.0325,0,sinned:8; weaknesses:7; infirmities:6; cleansed:6; attained:5; offence:5; tempers:5; observed:4; expresses:4; examples:4; glorified:4; follows:4; cleanseth:4; asserts:3; expressions:3; began:3; reasonings:3; assertions:3; recorded:3; affirmed:3
jw-letter-1738-04-to-james-hutton,john-wesley,04 To James Hutton,letter,1,246,0.0325,0,Bhler's:1; shoes:1; brother's:1; bags:1; says:1; repaid:1; Charing:1; enclosed:1
jw-letter-1769-25-to-john-furz,john-wesley,25 To John Furz,letter,3,923,0.0325,0,commended:2; attainments:2; faults:2; jars:2; conversing:1; rises:1; causes:1; tended:1; increased:1; instilled:1; contradicted:1; expected:1; believed:1; seemed:1; disliked:1; started:1; discountenanced:1; inferiors:1; denying:1; affirming:1
jw-letter-1789b-24-to-henry-moore,john-wesley,B 24 To Henry Moore,letter,1,123,0.0325,0,delayed:1; sentiments:1; writes:1; Spiralfields:1
jw-treatise-answer-to-mr-dodd,john-wesley,Treatise Answer To Mr Dodd,treatise,6,1906,0.0325,0,premises:3; degrees:2; infirmities:2; consequences:2; babes:2; cited:2; says:2; natu:2; tends:2; proves:2; writers:1; defending:1; employments:1; occurs:1; writings:1; oppo:1; nents:1; occurred:1; kinds:1; excepts:1
cw-089-isaiah-4522-look-unto-me-and-be-ye-saved-all-ye-ends-of-the-earth,charles-wesley,089 Isaiah 4522 Look Unto Me And Be Ye Saved All Ye Ends Of The Earth,hymn,1,494,0.0324,0,ends:2; avails:1; fails:1; vouchsafes:1; lifts:1; storms:1; liv'st:1; lab'ring:1; redeeming:1; mangled:1; Blotted:1; supplies:1; hast'ning:1; exiles:1; changes:1
jw-letter-1769-47-to-peggy-dale,john-wesley,47 To Peggy Dale,letter,1,185,0.0324,0,upbraideth:1; requests:1; asked:1; observes:1; uses:1; swallowed:1
jw-letter-1771-32-to-george-l-fleury,john-wesley,32 To George L Fleury,letter,9,3113,0.0324,0,wolves:8; ends:3; mischiefs:2; hearers:2; styled:2; ecstasies:2; successors:2; proofs:2; laymen:2; attacked:1; entertained:1; proposed:1; selves:1; disciples:1; foresaw:1; occasioned:1; concerns:1; warned:1; workers:1; rending:1
jw-letter-1781b-18-to-ann-bolton,john-wesley,B 18 To Ann Bolton,letter,1,185,0.0324,0,Neddy's:1; prospects:1; troubles:1; neighbors:1; pressures:1; overshadows:1
jw-letters-1734,john-wesley,Letters 1734,letter,36,10045,0.0324,0,asked:6; contemned:6; promised:5; says:4; viz:4; holier:4; laughed:3; steps:3; cares:3; pressed:3; degrees:3; wants:3; advantages:3; esteemed:3; sentiments:2; believed:2; opportunities:2; supplied:2; minds:2; snares:2
jw-sermon-065,john-wesley,The Duty of Reproving Our Neighbour,sermon,10,3372,0.0323,0,neighbour:8; reproving:4; performing:3; follows:2; enjoined:2; pearls:2; allowed:2; Reproving:1; Neighbour:1; says:1; precepts:1; interspersed:1; faults:1; commits:1; requires:1; persisted:1; tends:1; standeth:1; falleth:1; cursing:1
