source_id,author,title,source_type,passages,words,non_word_rate,header_passages,top_offenders
jw-letter-1774-38-to-miss-lewin,john-wesley,38 To Miss Lewin,letter,1,156,0.0256,0,Lewin:1; attained:1; detained:1; Justiciaries:1
jw-letter-1775-13-to-thomas-rankin,john-wesley,13 To Thomas Rankin,letter,2,546,0.0256,0,counsels:1; improved:1; incited:1; lengthening:1; makers:1; solicitations:1; another's:1; steps:1; delayed:1; blesses:1; excused:1; troubles:1; Faults:1; Bowden:1
jw-letter-1779-12-to-hester-ann-roe,john-wesley,12 To Hester Ann Roe,letter,1,312,0.0256,0,REIGNETH:1; disposes:1; hindrances:1; oftener:1; opportunities:1; repents:1; discussed:1; visited:1
jw-letter-1781a-05-to-edwal-jackson-in-barnard-castle,john-wesley,A 05 To Edwal Jackson In Barnard Castle,letter,1,313,0.0256,0,Edwal:1; criticized:1; misrepresentations:1; facts:1; circumstances:1; abhors:1; referred:1; attacked:1
jw-letter-1781a-06-to-samuel-bardsley,john-wesley,A 06 To Samuel Bardsley,letter,1,156,0.0256,0,Birks:2; Woodcroft:1; devices:1
jw-letter-1782a-44-to-john-atlay,john-wesley,A 44 To John Atlay,letter,1,117,0.0256,0,pounds:2; marvellous:1
jw-letter-1788a-40-to-his-niece-sarah-wesley,john-wesley,A 40 To His Niece Sarah Wesley,letter,1,117,0.0256,0,prolonged:1; pleasures:1; disembodied:1
cw-014-the-means-of-grace,charles-wesley,014 The Means Of Grace,hymn,1,588,0.0255,0,Grav'n:1; softest:1; groans:1; seem'd:1; pray'd:1; preach'd:1; pow'r:1; requires:1; rested:1; heighth:1; ador'd:1; bid'st:1; receives:1; vigour:1; efforts:1
jw-letter-1739-18-to-james-hutton,john-wesley,18 To James Hutton,letter,3,824,0.0255,0,overtook:2; preparing:1; exhorted:1; expounding:1; Dibble's:1; workmen:1; pounds:1; recommending:1; agonies:1; began:1; Labbe:1; objections:1; astonished:1; Weavers':1; concluded:1; awakened:1; finest:1; gayest:1; pangs:1; Hobburn:1
jw-letter-1772-31-to-his-brother-charles,john-wesley,31 To His Brother Charles,letter,1,314,0.0255,0,Wildman:1; totus:1; illo:1; Totus:1; illis:1; occupied:1; papers:1; occurs:1
jw-letter-1774-22-to-hannah-ball,john-wesley,22 To Hannah Ball,letter,1,157,0.0255,0,pleases:1; survivors:1; opportunities:1; conversing:1
jw-letter-1778-05-to-ann-bolton,john-wesley,05 To Ann Bolton,letter,1,275,0.0255,0,prospered:2; detained:1; Withey:1; orphans:1; Woffe:1; strikes:1
jw-letter-1781b-26-to-john-bredin,john-wesley,B 26 To John Bredin,letter,1,157,0.0255,0,advantages:1; attending:1; nurseries:1; electrified:1
jw-letter-1782b-20-to-ellen-gretton,john-wesley,B 20 To Ellen Gretton,letter,1,157,0.0255,0,pleases:1; cured:1; constitutions:1; lemons:1
jw-letter-1783a-32-to-his-brother-charles,john-wesley,A 32 To His Brother Charles,letter,1,235,0.0255,0,accompanied:1; hopes:1; loses:1; owns:1; concluded:1; loyalists:1
jw-letter-1785a-09-to-robert-carr-brackenbury,john-wesley,A 09 To Robert Carr Brackenbury,letter,1,275,0.0255,0,labors:2; Languedoc:1; Normandy:1; opportunities:1; paths:1; prays:1
jw-treatise-letter-on-preaching-christ,john-wesley,Treatise Letter On Preaching Christ,treatise,8,2704,0.0255,0,hearers:6; increases:3; enforcing:2; sustains:2; vigour:2; intermixing:2; necessities:2; enlightens:2; unbelievers:2; sweetmeats:2; Cordials:2; delayed:1; begets:1; guides:1; convinces:1; begetting:1; mixing:1; strongest:1; closest:1; forgiven:1
jw-letter-1751-20-to-his-brother-charles,john-wesley,20 To His Brother Charles,letter,1,276,0.0254,0,pounds:1; guaranteed:1; folks:1; lepers:1; Brewers:1; wondered:1; expected:1
jw-letter-1755-19-to-samuel-walker,john-wesley,19 To Samuel Walker,letter,4,1141,0.0254,0,sentiments:2; hopes:1; papers:1; publishing:1; observed:1; insisted:1; debated:1; proceeded:1; compositions:1; required:1; Decretals:1; objections:1; ipso:1; facto:1; denounced:1; executing:1; tolerated:1; ministrations:1; premises:1; increased:1
jw-letter-1759-15-to-dr-taylor-of-norwich-editors-introductory-notes,john-wesley,15 To Dr Taylor Of Norwich Editors Introductory Notes,letter,2,433,0.0254,0,believed:2; sentiments:1; asked:1; leonem:1; amounts:1; rectifying:1; truths:1; imaginations:1; other's:1; converts:1
jw-letter-1780a-13-to-thomas-taylor,john-wesley,A 13 To Thomas Taylor,letter,2,512,0.0254,0,conditions:2; awakened:1; violates:1; ipso:1; facto:1; thinks:1; disjoined:1; exercised:1; joins:1; intentions:1; acted:1; representing:1
jw-letter-1784a-20-to-arthur-keene,john-wesley,A 20 To Arthur Keene,letter,1,276,0.0254,0,penned:1; stirred:1; hopes:1; visited:1; Cuffe:1; Rachael:1; recommended:1
jw-letter-1788a-38-to-peard-dickinson,john-wesley,A 38 To Peard Dickinson,letter,1,276,0.0254,0,Bradburn's:1; deposited:1; contains:1; brother's:1; advantages:1; reaped:1; sakes:1
jw-letter-1790a-45-to-his-niece-sarah-wesley,john-wesley,A 45 To His Niece Sarah Wesley,letter,2,433,0.0254,0,pleasantest:1; spots:1; reached:1; increases:1; homes:1; attends:1; writes:1; lines:1; awaits:1; cornfort:1; affecy:1
cw-038-hymn-to-the-holy-ghost-part-ii-second,charles-wesley,038 Hymn To The Holy Ghost Part Ii Second,hymn,1,237,0.0253,0,quick'ning:2; deepest:1; forgiv'n:1; larger:1; pow'rs:1
jw-letter-1756b-06-to-his-wife,john-wesley,B 06 To His Wife,letter,2,435,0.0253,0,WAERFORD:1; shattered:1; newspapers:1; recovers:1; lengthening:1; kindest:1; notices:1; mouths:1; dreamed:1; issues:1; printers:1
jw-letter-1767-37-to-james-oddie,john-wesley,37 To James Oddie,letter,1,198,0.0253,0,Hewitson:1; Lipton:1; Joblin:1; poorer:1; dropped:1
jw-letter-1775-53-to-samuel-bradburn,john-wesley,53 To Samuel Bradburn,letter,1,79,0.0253,0,replied:1; quoted:1
jw-letter-1775-80-to-caleb-evans,john-wesley,80 To Caleb Evans,letter,1,356,0.0253,0,observed:2; 'doubted:1; measures:1; recommended:1; borrowed:1; merits:1; asserted:1; believed:1
jw-letter-1791-13-to-william-torrie,john-wesley,13 To William Torrie,letter,1,79,0.0253,0,Torrie:1; TORRIE:1
jw-letters-1780b,john-wesley,Letters 1780B,letter,19,6400,0.0253,0,says:5; autospace:4; heretics:3; asserts:3; observed:2; disclaimed:2; vows:2; contains:2; arraigned:2; minds:2; urged:2; regicides:2; forma:2; professionis:2; fidei:2; MsoNormal:2; wants:2; rooms:2; fears:2; conditions:2
cw-069-1-john-23,charles-wesley,069 1 John 23,hymn,1,119,0.0252,0,forgiven:1; sinn'd:1; pardon's:1
jw-letter-1739-04-to-james-hervey,john-wesley,04 To James Hervey,letter,4,1112,0.0252,0,another's:2; parishes:2; disclaimed:1; terms:1; urged:1; confronted:1; standeth:1; acted:1; visited:1; pupils:1; viz:1; interfered:1; people's:1; intermeddled:1; expounded':1; men's:1; forbids:1; attends:1; fulfilling:1; concurs:1
jw-letter-1764-17-to-his-brother-charles-haddington-may-25-1764,john-wesley,17 To His Brother Charles Haddington May 25 1764,letter,1,238,0.0252,0,professo:1; gladiatorio:1; animo:1; stories:1; foresaw:1; attained:1
jw-letter-1774-63-to-thomas-wride,john-wesley,63 To Thomas Wride,letter,1,119,0.0252,0,alleged:1; degrees:1; disclaimed:1
jw-letter-1785b-53-to-mrs-bradburn,john-wesley,B 53 To Mrs Bradburn,letter,1,119,0.0252,0,lines:1; melts:1; overcoming:1
jw-letter-1787-30-to-david-gordon,john-wesley,30 To David Gordon,letter,1,119,0.0252,0,expected:1; stationed:1; disabling:1
jw-letter-1788b-10-to-john-crook,john-wesley,B 10 To John Crook,letter,1,119,0.0252,0,pounds:1; allowed:1; prolonged:1
jw-letter-1790a-13-to-adam-clarke,john-wesley,A 13 To Adam Clarke,letter,1,119,0.0252,0,o'clock:1; Durbin's:1; shocks:1
jw-letters-1765,john-wesley,Letters 1765,letter,37,12280,0.0252,0,planets:9; says:6; larger:5; worlds:5; suns:4; seconds:4; began:4; foundations:4; stars:3; wisest:3; fears:3; degrees:3; astronomers:2; depends:2; Keil:2; seas:2; parallaxes:2; ignotum:2; particulars:2; facts:2
jw-letter-1737-06-to-william-wogan,john-wesley,06 To William Wogan,letter,2,558,0.0251,0,cheerfullest:1; etapea:1; hearers:1; ptte:1; steeped:1; impregnated:1; laughed:1; expresses:1; clears:1; conversing:1; mihi:1; erunt:1; artes:1; accompanying:1
jw-letter-1744-06-to-mrs-hutton,john-wesley,06 To Mrs Hutton,letter,2,518,0.0251,0,favors:1; allowed:1; facts:1; differed:1; observed:1; worshipper:1; brother's:1; hundreds:1; served:1; poorest:1; Huttons:1; Teachings:1; teachings:1
jw-letter-1779-05-to-elizabeth-morgan,john-wesley,05 To Elizabeth Morgan,letter,1,279,0.0251,0,fears:2; redeeming:1; dispelled:1; talents:1; entrusted:1; says:1
jw-letter-1781b-44-to-thomas-davenport,john-wesley,B 44 To Thomas Davenport,letter,1,199,0.0251,0,justifieth:2; subscribed:1; lancing:1; meets:1
jw-sermon-032,john-wesley,Upon Our Lord's Sermon on the Mount XII,sermon,13,4040,0.025,0,bringeth:10; sheep's:5; wolves:4; grapes:4; figs:4; thistles:4; watchmen:2; commissioned:2; escaped:2; truths:2; passages:2; neighbour:2; terms:2; tempers:2; hearers:2; disciples:2; peoples:1; regions:1; drowns:1; generations:1
jw-sermon-048,john-wesley,Self-Denial,sermon,16,4833,0.025,0,denying:6; circumstances:4; practise:4; particulars:4; disciples:3; drinks:2; terms:2; understandings:2; wanted:2; follows:2; hears:2; begins:2; writers:2; Practise:2; imagined:1; directing:1; enjoined:1; regards:1; meats:1; senses:1
jw-letter-1750-02-to-dr-lavington-bishop-of-exeter,john-wesley,02 To Dr Lavington Bishop Of Exeter,letter,17,5514,0.025,0,quotations:4; writings:4; sentences:4; says:4; lines:4; renewed:3; producing:2; suffered:2; cited:2; 'putting:2; pretence:2; hardships:2; runs:2; appearances:2; believed:2; pamphlets:1; undertaken:1; fanaticisms:1; writers:1; burthen:1
jw-letter-1759-13-to-clayton-carthy-editors-introductory-notes-1759,john-wesley,13 To Clayton Carthy Editors Introductory Notes 1759,letter,1,200,0.025,0,transcribing:1; papers:1; incurred:1; defending:1; husband's:1
jw-letter-1775-45-to-his-brother-charles,john-wesley,45 To His Brother Charles,letter,1,160,0.025,0,concluded:1; began:1; behaved:1; Castleman:1
jw-letter-1777-53-to-walter-churchey,john-wesley,53 To Walter Churchey,letter,1,120,0.025,0,wits:1; objections:1; productions:1
jw-letter-1777-58-to-mrs-barton,john-wesley,58 To Mrs Barton,letter,1,200,0.025,0,discouragement's:1; Hurrell's:1; workmen:1; serves:1; failed:1
jw-letter-1786a-44-to-jasper-winscom,john-wesley,A 44 To Jasper Winscom,letter,1,80,0.025,0,costs:1; commencing:1
jw-letter-1786b-08-to-elizabeth-briggs,john-wesley,B 08 To Elizabeth Briggs,letter,1,120,0.025,0,papers:2; informing:1
jw-letter-1788b-13-to-ann-taylor,john-wesley,B 13 To Ann Taylor,letter,1,120,0.025,0,conversing:1; opportunities:1; enabled:1
jw-letter-1788b-27-to-his-niece-sarah-wesley,john-wesley,B 27 To His Niece Sarah Wesley,letter,1,280,0.025,0,imbibing:1; pores:1; increases:1; degrees:1; brother's:1; collecting:1; delivers:1
jw-letter-1789a-22-to-john-stretton,john-wesley,A 22 To John Stretton,letter,1,240,0.025,0,objections:2; Brians:1; Woods:1; concerns:1; acted:1
cw-010-hymn-x,charles-wesley,010 Hymn X,hymn,2,960,0.025,0,ends:2; pass'd:2; excepted:2; int'rest:2; devil's:2; reigns:2; veins:2; drinks:2; reprobates:2; reprobating:2; seeks:2; fowler's:2
jw-letters-1775,john-wesley,Letters 1775,letter,55,19270,0.025,0,troops:10; papers:7; asked:6; measures:6; pounds:5; degrees:5; placed:4; advantages:4; expected:4; promised:4; troubles:4; circumstances:4; respects:4; tempers:4; waiving:4; neighbors:4; ships:4; merits:4; surveys:4; observed:4
jw-sermon-014,john-wesley,The Repentance of Believers,sermon,20,6107,0.0249,0,neighbour:7; tempers:6; cleaves:5; believed:4; respects:4; defects:4; uncleannesses:4; shows:3; remaining:3; belongs:3; atoning:3; cleansed:3; imagined:2; finds:2; terms:2; faults:2; endeavouring:2; omissions:2; promised:2; says:2
jw-letter-1725-01-to-his-mother,john-wesley,01 To His Mother,letter,3,723,0.0249,0,Buckden:1; guineas:1; says:1; quotes:1; Lambinet:1; can't:1; decreed:1; pleasures:1; implies:1; affirms:1; paths:1; destined:1; converts:1; tenets:1; asserts:1; chasteneth:1; sinned:1; brothers:1
jw-letter-1747-07-to-ebenezer-blackwell,john-wesley,07 To Ebenezer Blackwell,letter,1,281,0.0249,0,apprehended:1; opposers:1; reveling:1; cursing:1; swearing:1; wishes:1; measures:1
jw-letter-1752-02-to-ebenezer-blackwell,john-wesley,02 To Ebenezer Blackwell,letter,2,402,0.0249,0,visited:1; placed:1; appealed:1; cows:1; occasioned:1; Sewers:1; drains:1; smallest:1; opportunities:1; attends:1
jw-letter-1789a-23-to-george-holder,john-wesley,A 23 To George Holder,letter,1,201,0.0249,0,plans:1; wanted:1; followed:1; Laco:1; subscribers:1
jw-letters-1767,john-wesley,Letters 1767,letter,36,11882,0.0249,0,says:4; attained:4; fears:4; reasonings:4; conversing:4; wants:3; lovefeast:3; increased:3; shoulders:3; debts:2; correspondents:2; particulars:2; may'st:2; opportunities:2; supplied:2; pickthanks:2; avoided:2; infirmities:2; larger:2; excused:2
jw-letters-1777,john-wesley,Letters 1777,letter,39,13187,0.0249,0,circumstances:4; observed:4; tempers:4; pounds:4; terms:4; larger:4; papers:3; mercies:3; asked:3; subscribers:3; journeys:3; suffered:3; says:3; contributions:3; degenerated:3; tickets:2; writes:2; particulars:2; understands:2; volumes:2
jw-sermon-010,john-wesley,"The Witness of the Spirit, Discourse I",sermon,17,5088,0.0248,0,rejoices:4; senses:4; beareth:3; neighbour:3; enables:2; texts:2; tempers:2; lips:2; blotted:2; observed:2; deepest:2; quickened:2; mayst:2; forgiven:2; affirmed:1; wrested:1; presumed:1; endeavours:1; methods:1; surprised:1
jw-sermon-045,john-wesley,The New Birth,sermon,19,5562,0.0248,0,baptized:9; tempers:4; wilful:4; begins:4; affections:3; grows:3; neighbours:3; signified:3; termed:2; relating:2; inferences:2; eatest:2; deprived:2; became:2; appetites:2; wisest:2; objects:2; hears:2; exercised:2; senses:2
jw-letter-1771-11-to-lady-maxwell,john-wesley,11 To Lady Maxwell,letter,2,403,0.0248,0,steeled:1; impressions:1; seemed:1; hearers:1; truths:1; termed:1; reproached:1; Courcy's:1; suffered:1; stablish:1
jw-letter-1771-40-to-mary-bosanquet,john-wesley,40 To Mary Bosanquet,letter,1,121,0.0248,0,termed:1; cases:1; exceptions:1
jw-letter-1784a-28-to-james-rogers,john-wesley,A 28 To James Rogers,letter,1,121,0.0248,0,ABEEDEEN:1; objected:1; expressions:1
jw-letter-1788b-49-to-thomas-carlill,john-wesley,B 49 To Thomas Carlill,letter,1,121,0.0248,0,Noveraber:1; suffered:1; staying:1
jw-letter-1727-02-to-his-mother,john-wesley,02 To His Mother,letter,4,1173,0.0247,0,supplied:1; creditors':1; happens:1; accidents:1; allotting:1; imperfections:1; begins:1; ends:1; pleasures:1; proceeded:1; habits:1; advantages:1; proposed:1; annexed:1; debts:1; Skiptonin:1; founded:1; Ermystead:1; Potts's:1; Cantabrigiensis:1
jw-letter-1733-01-to-his-mother,john-wesley,01 To His Mother,letter,2,526,0.0247,0,continues:1; recovering:1; says:1; viz:1; satisfies:1; suggested:1; lusts:1; affections:1; putting:1; snares:1; advices:1; observed:1; redeemed:1
jw-letter-1738-16-to-arthur-bedford,john-wesley,16 To Arthur Bedford,letter,4,1134,0.0247,0,entitled:1; propositions:1; weakened:1; distempers:1; desertions:1; believed:1; prevented:1; ignoratio:1; denchi:1; asserting:1; shows:1; chooses:1; faiths:1; pfa:1; pste:1; larger:1; counsels:1; promised:1; enabling:1; consequences:1
jw-letter-1749-03-to-james-edmundson,john-wesley,03 To James Edmundson,letter,1,81,0.0247,0,Edmundson:1; sinned:1
jw-letter-1755-10-to-dr-sherlock-bishop-of-london,john-wesley,10 To Dr Sherlock Bishop Of London,letter,1,81,0.0247,0,invites:1; replied:1
jw-letter-1779-07-to-samuel-wells,john-wesley,07 To Samuel Wells,letter,1,243,0.0247,0,required:1; 'required:1; repeating:1; requires:1; belonged:1; addressing:1
jw-letter-1788a-53-to-mrs-rogers,john-wesley,A 53 To Mrs Rogers,letter,1,243,0.0247,0,attained:1; genteeler:1; Forbes's:1; dulls:1; grows:1; services:1
jw-sermon-076,john-wesley,On Perfection,sermon,18,5819,0.0246,0,affections:8; says:5; objections:4; tempers:4; attained:4; opposers:3; infirmities:3; longsuffering:3; renewed:3; enjoyed:3; observed:3; runs:2; complying:2; neighbour:2; expresses:2; implies:2; allowed:2; recited:2; implied:2; ceasing:2
jw-letter-1760-28-to-the-editor-of-lloyds-evening-post-to-mr-somebod,john-wesley,28 To The Editor Of Lloyds Evening Post To Mr Somebod,letter,4,1221,0.0246,0,duties:2; animadversions:1; arguing:1; pounded:1; theatre:1; cleared:1; affects:1; circumstances':1; apostatized:1; contained:1; sentences:1; Methodistical:1; proofs:1; refrained:1; quoting:1; expected:1; says:1; heightened:1; prompts:1; esteeming:1
jw-letter-1764-05-to-samuel-furly-lewisham-march-6-1764,john-wesley,05 To Samuel Furly Lewisham March 6 1764,letter,2,448,0.0246,0,implied:1; suppositions:1; lingering:1; contributed:1; attacked:1; distributing:1; imitating:1; consists:1; avoided:1; glares:1; shocks:1
jw-letter-1769-27-to-mrs-bennis,john-wesley,27 To Mrs Bennis,letter,1,244,0.0246,0,papers:1; tempers:1; hopes:1; fears:1; tends:1; doubted:1
jw-letter-1770-01-to-mrs-crosby,john-wesley,01 To Mrs Crosby,letter,3,1018,0.0246,0,denying:2; proposed:2; attained:1; returns:1; termed:1; straitened:1; softer:1; expressions:1; obliges:1; circumstances:1; occurred:1; particularized:1; implied:1; imagined:1; misrepresented:1; observed:1; ranks:1; conformed:1; dishonour:1; uses:1
jw-letter-1772-01-to-philothea-briggs,john-wesley,01 To Philothea Briggs,letter,1,203,0.0246,0,vigour:1; purposes:1; contained:1; minds:1; liberties:1
jw-letter-1781b-36-to-robert-carr-brackenbury,john-wesley,B 36 To Robert Carr Brackenbury,letter,1,244,0.0246,0,hopes:2; surgeons:1; inches:1; yards:1; other's:1
jw-letter-1785a-18-to-his-brother-charles,john-wesley,A 18 To His Brother Charles,letter,1,203,0.0246,0,lines:1; dispensations:1; regarded:1; borders:1; raiseth:1
jw-letter-1789b-62-to-john-dickins,john-wesley,B 62 To John Dickins,letter,1,203,0.0246,0,Joliffe:1; continues:1; forbids:1; enjoins:1; slouch'd:1
jw-letter-1790b-27-to-jasper-robinson,john-wesley,B 27 To Jasper Robinson,letter,1,122,0.0246,0,balances:1; Ramshaw's:1; changing:1
jw-letters-1790a,john-wesley,Letters 1790A,letter,27,9223,0.0246,0,hopes:3; o'clock:3; discharged:3; pounds:2; thinks:2; senses:2; continues:2; subscribed:2; began:2; dated:2; remaining:2; proprietors:2; writes:2; failed:2; followed:2; Pretyman:2; Tomline:2; gelideque:2; increases:2; juries:2
cw-043-acts-429,charles-wesley,043 Acts 429,hymn,1,245,0.0245,0,battles:1; day's:1; threatning:1; edn:1; harshest:1; truths:1
jw-letter-1748-08-to-ebenezer-blackwell,john-wesley,08 To Ebenezer Blackwell,letter,1,327,0.0245,0,inquired:1; Warr:1; Belchier's:1; represented:1; dined:1; renewed:1; can't:1; detained:1
jw-letter-1754-02-to-samuel-furly,john-wesley,02 To Samuel Furly,letter,1,286,0.0245,0,authors:2; natured:1; triflers:1; Ruins:1; named:1; dangers:1
jw-letter-1755-15-to-ebenezer-blackwell,john-wesley,15 To Ebenezer Blackwell,letter,1,326,0.0245,0,burthen:2; confirms:1; endeavors:1; chains:1; journeys:1; tike:1; disposing:1
jw-letter-1760-23-to-his-brother-charles-plymouth-dock-september-28-,john-wesley,23 To His Brother Charles Plymouth Dock September 28 ,letter,2,449,0.0245,0,sufficit:1; procured:1; shows:1; brothers:1; strictures:1; dealings:1; suffered:1; performs:1; disinherited:1; asked:1; addressed:1
jw-letter-1767-30-to-christopher-hopper,john-wesley,30 To Christopher Hopper,letter,1,326,0.0245,0,Belford:1; hearers:1; seemed:1; renounces:1; viz:1; Linlithgow:1; Burrawytowys:1; believed:1
jw-letter-1772-70-to-his-brother-charles,john-wesley,70 To His Brother Charles,letter,1,245,0.0245,0,robbed:1; visited:1; fortnight's:1; begins:1; inculcating:1; tends:1
jw-letter-1776-23-to-samuel-bradburn,john-wesley,23 To Samuel Bradburn,letter,1,163,0.0245,0,says:1; proposing:1; schemes':1; agonies:1
jw-letter-1778-44-to-alexander-knox,john-wesley,44 To Alexander Knox,letter,1,163,0.0245,0,concerns:1; directing:1; wants:1; affects:1
jw-letter-1781a-44-to-mrs-hall,john-wesley,A 44 To Mrs Hall,letter,1,204,0.0245,0,Boswell:1; mentions:1; Sherriff's:1; wears:1; surprised:1
jw-letter-1782b-44-to-hannah-ball,john-wesley,B 44 To Hannah Ball,letter,1,163,0.0245,0,labors:1; promised:1; Rhodda:1; preaches:1
jw-letter-1788b-29-to-joseph-benson,john-wesley,B 29 To Joseph Benson,letter,2,530,0.0245,0,controversies:1; people's:1; mazes:1; glorified:1; intellects:1; plunged:1; reasonings:1; pounds:1; chapters:1; says:1; copies:1; promised:1; accuses:1
jw-sermon-001,john-wesley,Salvation by Faith,sermon,13,4136,0.0244,0,believes:3; believed:3; merits:3; continues:2; grows:2; commendeth:2; objections:2; acknowledges:2; ff:2; infirmities:2; branches:2; repented:2; forgiven:2; bestowed:1; mercies:1; stamped:1; impressed:1; concerns:1; requireth:1; glorifying:1
jw-sermon-024,john-wesley,Upon Our Lord's Sermon on the Mount IV,sermon,22,6801,0.0244,0,worshipping:4; conversing:4; branches:3; terms:3; hiding:3; fulfilling:3; renewed:2; transformed:2; ths:2; autou:2; ardour:2; vigour:2; minds:2; subjoins:2; objections:2; shows:2; implies:2; tempers:2; granted:2; proposed:2
jw-letter-1738-12-to-his-brother-samuel,john-wesley,12 To His Brother Samuel,letter,2,533,0.0244,0,walked:1; animates:1; purifies:1; blasphemed:1; ridiculing:1; another's:1; burdens:1; occurred:1; searcheth:1; wants:1; defects:1; infirmities:1; opportunities:1
jw-letter-1738-32-to-james-hutton,john-wesley,32 To James Hutton,letter,2,451,0.0244,0,gownsmen:1; joins:1; monitors:1; reproved:1; consciences:1; cases:1; tends:1; forbids:1; inferences:1; consequences:1; spoons:1
jw-letter-1741-07-to-mr-james-hutton-bookseller-in-little,john-wesley,07 To Mr James Hutton Bookseller In Little,letter,1,82,0.0244,0,scruples:1; administering:1
jw-letter-1748-13-to-john-toltschig,john-wesley,13 To John Toltschig,letter,1,123,0.0244,0,bonds:1; covenants:1; month's:1
jw-letter-1765-20-to-richard-walsh,john-wesley,20 To Richard Walsh,letter,1,82,0.0244,0,Coombs:1; Weyworth:1
jw-letter-1782b-17-to-mrs-cooper,john-wesley,B 17 To Mrs Cooper,letter,1,41,0.0244,0,HARRIETT:1
jw-letter-1785a-10-to-captain-richard-williams,john-wesley,A 10 To Captain Richard Williams,letter,1,82,0.0244,0,labors:1; occurs:1
jw-letter-1788a-44-to-his-niece-sarah-wesley,john-wesley,A 44 To His Niece Sarah Wesley,letter,1,164,0.0244,0,encumbered:1; attained:1; supplied:1; iniquities:1
jw-letter-1788b-42-to-joseph-cownley,john-wesley,B 42 To Joseph Cownley,letter,1,287,0.0244,0,faults:1; relates:1; remedied:1; says:1; garments:1; charges:1; Cowriley:1
jw-letter-1789b-61-to-thomas-rutherford,john-wesley,B 61 To Thomas Rutherford,letter,1,82,0.0244,0,Newland:1; larger:1
jw-treatise-word-to-a-condemned-malefactor,john-wesley,Treatise Word To A Condemned Malefactor,treatise,4,1393,0.0244,0,walked:4; enabling:2; fetters:1; bars:1; keepers:1; lands:1; pleasures:1; accompanied:1; ulder:1; cnter:1; neighbour:1; cared:1; hairs:1; spews:1; alienated:1; abomina:1; tions:1; punished:1; quenched:1; forgiven:1
jw-sermon-115,john-wesley,Sermon 115,sermon,13,3538,0.0243,0,sacraments:8; observed:4; termed:3; congregations:3; viz:2; urged:2; belonged:2; presided:2; terms:2; dreamed:2; commissioned:2; occurred:1; introduced:1; deviated:1; texts:1; laymen:1; asked:1; endeavours:1; traces:1; allowed:1
jw-sermon-132,john-wesley,Sermon 132,sermon,16,4779,0.0243,0,began:5; contained:4; neighbour:3; evenings:2; detained:2; sentiments:2; writings:2; wanted:2; pretence:2; revivals:2; congregations:2; disclaimed:2; wishes:2; dwelleth:2; Charges:1; denies:1; affirms:1; incurring:1; neighbouring:1; asked:1
cw-031-psalm-1436-my-soul-gaspeth-for-thee-as-a-thirsty-land,charles-wesley,031 Psalm 1436 My Soul Gaspeth For Thee As A Thirsty Land,hymn,1,247,0.0243,0,gaspeth:2; loosen'd:1; cxliii:1; showers:1; know'st:1
jw-letter-1782b-48-to-mr------,john-wesley,B 48 To Mr      ,letter,1,288,0.0243,0,enabled:1; dispensations:1; vindicating:1; claiming:1; wisest:1; acquaintances:1; requires:1
cw-011-hymn-xi,charles-wesley,011 Hymn Xi,hymn,2,658,0.0243,0,atoning:2; charms:2; hears:2; lips:2; dances:2; drinks:2; pass'd:2; redeeming:2
jw-letters-1772,john-wesley,Letters 1772,letter,52,17947,0.0243,0,pounds:8; taxes:6; ceasing:5; inclined:4; observed:4; provisions:4; causes:4; oats:4; farmers:4; journeys:3; enabled:3; circumstances:3; writes:3; cases:3; faults:3; writers:3; senses:3; tends:3; asked:3; countrymen:3
jw-letter-1739-26-to-james-hervey,john-wesley,26 To James Hervey,letter,1,207,0.0242,0,stories:1; prevailed:1; pleaseth:1; mayest:1; hideth:1
jw-letter-1756a-05-to-samuel-furly,john-wesley,A 05 To Samuel Furly,letter,1,165,0.0242,0,occasioned:1; reached:1; consisting:1; can't:1
jw-letter-1773-77-to-hannah-ball,john-wesley,77 To Hannah Ball,letter,1,165,0.0242,0,hazards:1; Westrup:1; fears:1; calleth:1
jw-letter-1777-55-to-joseph-benson,john-wesley,55 To Joseph Benson,letter,1,165,0.0242,0,exists:2; conceived:1; serves:1
jw-letter-1782a-02-to-ellen-gretton,john-wesley,A 02 To Ellen Gretton,letter,1,207,0.0242,0,shoed:2; chastening:1; rebuked:1; Cocking's:1
jw-letter-1782a-14-to-thomas-hanson,john-wesley,A 14 To Thomas Hanson,letter,1,124,0.0242,0,observed:1; oftener:1; proposed:1
jw-letter-1790b-23-to-his-niece-sarah-wesley,john-wesley,B 23 To His Niece Sarah Wesley,letter,1,248,0.0242,0,BRISSTOL:1; Twickenham:1; 'Scorbutick:1; refers:1; prescribed:1; month's:1
jw-letter-1757-16-to-dorothy-furly,john-wesley,16 To Dorothy Furly,letter,1,374,0.0241,0,noting:1; putting:1; gentlewomen:1; aims:1; destroying:1; cisterns:1; avoided:1; hazards:1; awakened:1
jw-letter-1764-44-to-his-brother-charles,john-wesley,44 To His Brother Charles,letter,1,249,0.0241,0,asked:1; protects:1; began:1; Billo:1; neatest:1; correctest:1
jw-letter-1771-76-to-mrs-bennis,john-wesley,76 To Mrs Bennis,letter,2,457,0.0241,0,dispensations:1; opens:1; embodied:1; playing:1; keys:1; principalities:1; attained:1; roughest:1; strongest:1; hopes:1; halts:1
